Source,Source2,Exposure,Plant,N,Medazepam,clominorex,bupropion,Bupranolol,"3-(3,4-dichlorobenzyl)-4H-1-benzothiin-4-one","2,4-DB","2,4-Diamino-6-chloropyrimidine",Imidazole + Cl*,"4-(4-chlorophenoxy)-3,5-dimethyl-1H-pyrazole",4-CPA,ciproximide,seclazone,H-?-Chloro-Ala-OH,doxefazepam,cloxyquin,Metolazone,AE1300200,Moclobemide,N1-(3-chlorophenyl)acetamide,DG6650000,Arecoline + 2Cl*,2-Chlorobenzoic acid,Arecoline + 3Cl*,Valine + 2Cl*,Guanine + Cl*,Histamine + Cl*,"2-chloro-1,3,8-trihydroxy-6-(hydroxymethyl)-9,10-dihydroanthracene-9,10-dione",Val-Phe + Cl*,Ethychlozate,Guvacine + 2Cl*,"(1S,2R,3S,5S,6S,16E,18E,20R,21S)-11-Chloro-21-hydroxy-12,20-dimethoxy-2,5,16-trimethyl-8,23-dioxo-4,24-dioxa-9,22-diazatetracyclo[19.3.1.1~10,14~.0~3,5~]hexacosa-10(26),11,13,16,18-pentaen-6-yl 2-meth
ylpropanoate","1-Methyl-1,4-dihydronicotinamide + Cl*",N2-(4-chlorophenyl)thiophene-2-carboxamide,6-Chlorotryptophan,Chlortoluron,AL8225000,Carmustine,"2-Chloro-N-(2,6-diethylphenyl)acetamide","N2-({(1S,3S,4R,5R)-3-[(3-chloro-4-fluorobenzoyl)amino]-1,4,5-trihydroxycyclohexyl}carbonyl)-D-leucinamide","4-{5-[(3S)-1-(4-Chlorobenzyl)-3-pyrrolidinyl]-1,3,4-oxadiazol-2-yl}-N,N-dimethylaniline",Levodopa + Cl*,2-(2-chlorophenyl)-1H-indole,2-Amino-6-chloropurine,Pentanamide + Cl*,N5-[2-(4-chlorophenyl)-2-oxoethyl]-1-ethyl-3-methyl-4-nitro-1H-pyrazole-5-carboxamide,"4-{3-[(5-chloro-1,3-benzothiazol-2-yl)oxy]phenyl}morpholine","2-amino-5-chloro-cis,cis-muconic 6-semialdehyde",N-{6-[(7-chloro-4-quinazolinyl)oxy]-3-pyridinyl}-4-methoxybenzamide,Quinoclamine,6-Chloro-7-nitroquinoxaline,Dibutyl malate + Cl*,4-acetamindobutyric acid + 2Cl*,2-pyridone + Cl*,5-chloro-3-phenylbenzo[c]isoxazole,Val-Pro + Cl*,13S-hydroxyoctadecadienoic acid + 3Cl*,2-Pyrrolidone + 2Cl*,Valerolactam + Cl*,NSC 444,5-chlorocytosine,Val-Trp + 2Cl*,Lamotrigine,Valerolactam + 2Cl*,"9,12,13-Trihydroxy-10,15-octadecadienoic acid + Cl*",1-(3-Chloro-2-fluorophenyl)-3-(dimethylamino)prop-2-en-1-one,13(S)-HpOTrE + Cl*,(Z)-4-Chloro-N-(3-ethoxy-1-hydroxy-3-oxopropylidene)tryptophan,"2,4-Dichlorophenol",p-Chloroacetophenone,"2-[(2-chlorobenzyl)sulfanyl]-4,6-dimethylnicotinonitrile",Tyramine + Cl*,Acetyl proline + Cl*,n-butylamine + 2Cl*,2-Amino-5-chlorophenol,SJ5700000, 12-oxo-phytodienoic acid + Cl*,Leu-Pro + Cl*,Dibutyl sebacate + 2Cl*,1-Hydroperoxy-L-tryptophan + Cl*,Pinellic acid + 2Cl*,"1-[3-(3,4-dichlorophenoxy)-2-hydroxypropyl]piperidine-4-carboxamide",A-12(13)-EpODE + Cl*,Dopamine + 2Cl*,"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide",Phloionolic acid + 3Cl*,Fenclonine,Traumatic Acid + Cl*,Dopamine + 3Cl*,Dopamine + Cl*,Bis(2-chloroethyl)amine,3-Chlorotyrosine,N1-(1-benzyl-4-piperidyl)-4-chlorobenzene-1-sulfonamide,"3,5-Dichlorotyrosine"
Bleach,Bleach mid,Pool bleach,Euonymus,1,0.0,854650.8688,10442490.070813334,0,0.0,0.0,144904.0414666667,3136730.4261666667,1341462.965,771908.4588,132568.6569,517110.2873333333,0.0,10302572.269366667,7767912.1293,0.0,1813973.379333333,0.0,0.0,0.0,2829969.8316066666,0.0,241386.6979366667,20454518.12903333,54224.2947333334,0,6526428.190933333,0,0,19801906.631,0.0,4381941.164433333,152901.0725,0.0,152129.76044,219776.0768,2890635.673333334,0,15293327.507966666,0.0,0,0.0,0.0,39368510.84503333,45890348.9802,48084868.12,0,0.0,5773242.650850001,0.0,20460.48229,20825602.16276667,33119.53120666667,8394271.723,14600949.628823334,3250719.7705333335,30674249.204333335,91014664.2593,0,0,0,0,72232990.45446,6360612.563766667,13744726.94,6401162.64133,0.0,0.0,0,0.0,3823539.725543333,0,0.0,6149325.187333332,0,24148992.6975,72247628.05425666,4871976.5123333335,0,61556055.25033334,214623.7287666666,8879711.8029,0,162510901.98466665,41063244.31477333,24610421.96356667,1837.9650533333333,0,0,106673119.60599999,25156452.631666668,582370504.8163333,17910523.395033333
Bleach,Bleach mid,Pool bleach,Euonymus,2,0.0,1034843.92,10376498.610813333,0,0.0,0.0,1810280.5017666665,2102621.632166667,1658281.369,17306.384940000004,948640.194,0,0.0,5889399.489366666,2245610.8483,0.0,3850.166033333313,0.0,0.0,0.0,3444422.1706066667,0.0,121918.87543666668,8551391.845033333,235903.4297333334,0,22193808.225933336,0,773393.1260666667,9060418.511,0.0,578624.8872333334,172939.153,0.0,104711.19114000001,236212.187,694586.0883333336,0,8474029.597966665,0.0,0,0.0,0.0,13573929.025033332,22089081.0702,44607712.75,0,0.0,2450881.07085,0.0,21007.851590000006,310610.7613666667,573837.2175066667,13316350.59,770495.7710233334,561930.9808333333,6414396.891333333,58476698.25929999,4508958.636333333,1161829.5966999999,0,0,21527442.25446,17267271.314766668,3314251.093,17307821.392330002,0.0,0.0,0,0.0,1904442.0195433334,0,0.0,0,0,46160912.9375,4934972.260256667,54387300.718333334,0,34149337.800333336,0,8030631.9119,2285.169033333339,432086636.78466666,23175381.254773334,10339093.633566666,9407.308903333334,0,0,13246261.116,74137926.28166667,579922290.8163333,91662223.70503333
Bleach,Bleach mid,Pool bleach,Euonymus,3,0.0,1113475.833,1666251.0938133334,0,0.0,0.0,847679.0627666668,2910329.007166667,1930981.542,9653.234559999997,948055.3671,0,0.0,5702817.105366667,2143720.3063000003,0.0,562092.5773333333,0.0,0.0,0.0,3075208.6846066667,0.0,146575.23173666667,7905233.6790333325,41651.50303333346,0,19349522.765933335,0,772808.2991666667,9004275.910999998,0.0,1187173.4444333334,173997.5939,0.0,265693.38984,241413.717,2810254.691333333,0,8103825.217966666,0.0,0,0.0,0.0,19117809.195033334,24996407.4602,41161878.48,0,0.0,2445706.03185,0.0,27914.815990000003,1427862.4607666668,102239.39930666667,11200480.94,1870193.7448233333,818027.2725333334,7516506.969333333,77167902.6193,2542898.1313333334,1228093.3476999998,0,0,26205239.72446,8426063.961766668,9233963.06,8466614.03933,0.0,0.0,0,0.0,1925646.0255433333,0,0.0,0,0,38694297.677499995,11010482.164256668,48204642.09833334,0,37909486.64033334,1103465.9862666666,10339840.9039,0,206947766.78466666,27399599.144773334,11080580.423566667,8296.745363333332,0,0,28027295.766000003,72158525.89166667,854357616.1163334,88682973.73503333
Bleach,Bleach mid,Pool bleach,Grass,1,0.0,701823.4731,2985430.0827466664,0,0.0,0.0,0,505850.3908666666,81124.14097,13281265.1818,132700.0357,0,0.0,224045.5615,6367076.269866667,0.0,3683356.5849,0.0,0.0,0.0,1085290.8453266667,0.0,332948.19991666666,8185530.546,0,0,0,7368.570266666677,0,532806.2796666666,0.0,24657561.802533332,158221.2985,0.0,455490.4913066667,16341833.21,8094014.976666666,0,0,0.0,0,0.0,0.0,38024940.67149333,0,769527.83,0,0.0,4881020.330286667,0.0,32772.95055000001,62264052.6105,71.54050999999163,737003.1549,67123564.34827332,8068731.8401999995,57777402.85536666,37717029.70866667,0,0,0,0,64419797.29203333,18280918.870966665,24316264.73,17414420.878933333,0.0,0.0,0,0.0,5489614.599206666,0,0.0,682800.55371,0,24133602.7014,319062695.16030335,759580.0290999999,0,43469531.84733333,1996346.3635,7937033.279966666,0,35216869.511999995,19071935.117576666,34009007.01833333,125269.81291333333,0,0,280107632.0259667,7113443.180666667,516290349.972,7396008.019666666
Bleach,Bleach mid,Pool bleach,Grass,2,0.0,723785.7731,3418755.2367466665,0,0.0,0.0,143370.8663,1094466.5141666667,176853.8242,6420714.4218,142650.4263,0,0.0,269490.0122,3310534.9678666666,0.0,4768765.4339,0.0,0.0,0.0,1231794.5223266666,0.0,497121.71851666673,5069523.264,0,0,0,6985.843966666667,0,3492468.5796666667,0.0,20019846.302533332,154753.8559,0.0,368623.0659066666,32572114.06,9340535.018666668,0,0,0.0,0,0.0,0.0,27225723.651493333,0,866564.4326,0,0.0,5060519.438286667,0.0,32454.72415000001,24695454.4705,0,1235879.374,31902488.948273335,4713078.7472,50121352.83536667,42112428.09866667,0,0,0,0,39782648.65203334,12758659.350966666,18097118.06,12808004.668933332,0.0,0.0,0,0.0,3105425.542206667,0,0.0,15246.19610999999,48376.64623333332,22244442.851400003,149946085.16030332,5148343.761100001,287505.0332333336,49385901.06733333,15062783.9915,8200842.350966667,0,36247974.392000005,15957381.337576667,19896983.218333334,23857.96389333333,0,0,137992121.52596667,26127793.141666666,812798142.972,30579674.651666667
Bleach,Bleach mid,Pool bleach,Grass,3,0.0,875424.8641,4881207.420746667,0,0.0,0.0,0,657777.8858666667,127088.9108,6417168.1628,139126.975,0,0.0,310114.95290000003,3512844.3578666667,0.0,4214897.5868999995,0.0,0.0,0.0,691283.1517266667,0.0,366152.4626166667,4050980.6630000006,0,0,0,0,0,1693882.0476666668,0.0,22078758.012533333,146083.5485,0.0,184346.59580666665,30483834.99,9337811.488666667,0,0,0.0,0,0.0,0.0,32811854.541493334,0,983329.0366,0,0.0,4575922.791286667,0.0,23665.605550000007,29349267.4105,2881.381119999991,881437.3536,35752364.00827333,4294202.117199999,31342089.175366666,26948831.008666668,0,0,0,0,41968628.67203333,6697669.853966666,17023763.13,6747015.171933333,0.0,0.0,0,0.0,3627421.1082066665,0,0.0,21354.72090999999,53938.697433333306,22188178.671400003,173710883.16030332,2243558.4101,0,45466904.94733333,6757546.5594999995,7549932.755966666,0,34702986.282000005,13529551.877576666,22154623.668333333,24257.86247333333,0,0,152854153.42596665,11603522.901666665,694854398.372,11535489.721666666
Bleach,Bleach mid,Pool bleach,Nettle,1,0.0,677371.4378,4092567.541706667,0,0.0,0.0,789195.7260666667,11319200.106766665,83394.2217,0,191563.358,0,0.0,262027.76863333338,6882221.285833333,0.0,3763900.3428666666,0.0,0.0,0.0,630828.5677033333,0.0,655064.9919833333,9766087.977666667,0,0,25523.575699999987,0,0,3290030.635333333,0.0,8016429.228733333,7090658.032,0.0,947742.7602399999,6163866.923,19819903.907666665,0,0,0.0,0,0.0,0.0,42970565.98113333,1019632.4803666666,861626.576,49219382.526533335,0.0,5702370.914266666,0.0,853735.5567333333,21697766.836266667,1061276.8129,678707.816,36281090.49217667,13562669.736633334,89863415.24726667,41620702.063,5001624.567333333,0,0,0,58494433.52313334,15089023.452366667,85990144.5,15203019.192826666,0.0,0.0,119212.26366666681,0.0,8525882.437633334,0,0.0,1437977.8847,260758.786,41533991.27136666,186199343.50888667,9521855.144033333,161308.68933333363,84486855.62619999,22950950.147433333,17118717.084133334,0,129421353.46963334,22855237.044686668,54812284.975666665,47142.54066,0,0,1241456661.2437334,97849793.69033332,1872580294.8116667,107781396.367
Bleach,Bleach mid,Pool bleach,Nettle,2,0.0,632125.3679,4236410.512706667,0,0.0,0.0,1203216.5049666667,5653618.975766666,78785.72382,253739.4378666667,1464782.65,433345.3497999999,0.0,486072.85163333337,14218314.204833334,0.0,1542993.7538666667,0.0,0.0,0.0,717376.0675033333,0.0,321399.36758333334,21082258.217666667,52064.3320666668,0,0,0,1238389.6413666666,4892203.187333333,0.0,6608482.882733333,27975606.99,0.0,327179.94554000004,237274.3466,10455890.107666668,0,0,0.0,0,0.0,0.0,41948806.05113333,977875.7383666667,919256.5005,48449967.37653334,0.0,6943164.765266667,0.0,1199506.4426333334,29594323.346266665,1500411.7409,734911.3498,33234577.612176668,9387123.980633333,61624293.48726667,44602567.343,5253964.498333333,0,0,0,131587907.73313333,17666720.852366664,144364654.9,17780716.592826664,0.0,0.0,1245703.2286666667,0.0,9342559.207633333,0,0.0,1577627.9087,249413.4798,28396936.491366666,156318998.6088867,2994862.2820333336,1086594.2053333337,50945301.5562,9157369.767433332,14047259.184133334,0,94051386.96963333,20667020.91468667,61045580.87566666,56922.20289,0,0,1356920943.2437334,100019619.60033333,2538541341.8116665,57662015.027
Bleach,Bleach mid,Pool bleach,Nettle,3,0.0,624463.1186,1005819.9727066667,0,0.0,0.0,0,2046437.5417666668,76813.60976,31629.336966666684,134986.4779,0,0.0,242275.79563333333,4518332.965833333,0.0,4374753.873866666,0.0,0.0,0.0,737259.2392033334,0.0,305729.16308333335,7158640.609666667,0,0,3887.6716000000015,0,0,0,0.0,8467772.820733333,6709767.287,0.0,1622757.65024,5009947.104,12520627.877666667,0,0,0.0,0,0.0,0.0,18117671.831133332,951355.3243666666,829858.8371,48077030.18653334,0.0,5430774.600266667,0.0,385401.9045333334,25409336.466266666,0,737708.9237,22988413.14217667,8326608.611633334,55272835.137266666,35799442.923,0,0,0,0,47561433.77313334,20611991.062366664,110141181.5,20725986.802826665,0.0,0.0,0,0.0,4144947.3496333333,0,0.0,0,34295.1219,28185947.791366667,125422143.00888667,3345486.9970333334,1023485.6043333334,47325630.2062,61503912.58743333,10443421.654133333,0,102620418.66963333,13095215.884686667,26084797.965666667,0,0,0,1819227926.2437334,29474636.470333334,2737933540.8116665,32707647.257
Cl,Cl,"Chlorine, high",Euonymus,1,0.0,429933.7039,177794.49360333334,0,0.0,3272787.7635,0,33442.48031666667,1782872.79,131582.97404499998,108856.93965,0,0.0,3192735.7265666667,3962.1105800000005,1496602.272,0.0,0.0,633871.572,0.0,23673.880161666675,113407.10635,6705.593821666673,0,0,0,9911520.072966667,0,1590597.2868666665,0,0.0,661803.7468833333,0.0,2426598.8495,0.0,0.0,0.0,59099.28232666666,0.0,0.0,0,0.0,0.0,404272.0681833333,0.0,0.0,479146.6642166667,0.0,0,0.0,11126.239575,0,1264058.1297566667,0.0,12007.357453333338,0,28960.652983333348,11545162.2923,6557273.778673333,0,59996.42108333335,0,71200.99431,2864737.6977266665,0.0,1951593.1152800003,90717.28528,0,0,0,5439.990193333324,0,0.0,90114843.07366666,0,14121465.89755,0,29258140.407733332,6169566.384633333,42320426.08713333,0.0,7000863.859855,19651.36608333334,0.0,200024.34815833333,87883.58946666663,32601.837113333335,39688.190700000036,0,0,30394092.35666667,0.0,136394252.62003332
Cl,Cl,"Chlorine, high",Euonymus,2,0.0,1961988.375,94248.89891333332,0,0.0,5074330.145,0,41150.50416666667,1911265.0385,54339.194709999996,117474.3169,0,0.0,2219283.5467666667,111128.43950000001,4682651.5575,0.0,0.0,504386.7015,0.0,13565.37774166667,2101309.05,2209.101156666675,0,0,0,6430267.702966667,0,1038646.3740666667,0,0.0,542596.2494333334,0.0,1788856.354,0.0,0.0,0.0,47013.20762666666,0.0,0.0,0,0.0,0.0,467479.23523333337,0.0,0.0,0,0.0,0,0.0,68682.96549,0,5383433.096356666,0.0,7159.222398333339,558141.7840233333,43997.79143333333,14356004.5605,7872233.012713334,186163.74504999994,206483.08273333337,0,49729.19376000001,971.0693366666856,0.0,1131214.19613,96222.69548,0,0,0,32400.90716333333,0,0.0,76648494.12366667,76026995.47166668,10619980.3913,0,14915171.876733333,2416879.2161333337,35583015.29688334,0.0,5092065.50835,31399.60983333335,0.0,242255.8490883333,293559.0523666666,41138.72447833334,176775.6351,0,0,7278971.304046666,0.0,111929732.72003332
Cl,Cl,"Chlorine, high",Euonymus,3,0.0,1821512.958,130316.16995833332,0,0.0,2210105.0515,0,53692.55641666667,1452477.1775,116951.74665,97682.5746,0,0.0,2132957.773416667,18588.691705000005,5680115.35,0.0,0.0,627882.7065,0.0,79966.22658666666,1542378.5325,5802.901081666674,0,0,0,5676867.947966667,0,1155994.9048666665,0,0.0,702333.1594333333,0.0,1433074.4995,0.0,0.0,0.0,52274.95917666666,0.0,0.0,0,0.0,0.0,138369.0336833333,0.0,0.0,0,0.0,0,0.0,33737.10544,29740.570716666654,4711632.589406666,0.0,3245.6489033333382,712308.0581433333,55294.15388333333,9325179.37015,5111579.0539833335,208257.35139999993,116133.33388333334,0,81356.95861,2186260.0825466667,0.0,861952.85523,120208.42838000001,0,0,0,14922.71734333333,0,0.0,119423033.92366666,150354429.82166666,8266441.2303,0,14953720.139983334,4454457.693633334,30591407.601933338,0.0,3706273.8382,44060.22028333334,0.0,196396.18468333333,228479.2003166665,34034.668723333336,98766.06735000004,0,0,11204908.290846668,0.0,113318316.68503332
Cl,Cl,"Chlorine, high",Grass,1,1038262.4233,0.0,0,0,0.0,0.0,0,33286.02691666667,0.0,11678234.611149998,1047869.9185,7828220.038916667,0,2731544.6445,1065995.4658666665,0.0,8740.673849999992,0.0,896865.298,0.0,2941824.9033516664,0.0,9607.907051666665,0,0,0,9844.092416666666,9657.484416666673,2021316.3428000002,0,0,330639.5839333333,0.0,0.0,3205.663003333335,0.0,0,787.622999999905,0,0,2670369.1033833334,0.0,0,13806.719728333337,0,0.0,0,64604.461233333335,4787874.757946666,0.0,67134.09088500001,144747.32004999998,11887.990080000003,0.0,0,3338450.385635,57325.91761666666,51076.20516666677,14388584.698281666,544622.4828333333,44842.58370000002,172731.74599999993,69093.7693833333,3578747.0013816664,0.0,1195104.3264833335,371329.35199833335,17327279.656216666,719394.7465,0,2178203.681956666,0,0.0,8369.143954999992,18021.524383333315,10997611.6664,1236.1370183333347,12415376.9611,76249693.80123334,59143655.086333334,0,15545805.725966666,23031.67656666666,0,70758046.08157666,6507604.0743333325,16076.06530833333,14351.536966666652,0,0,373345779.97166663,0,607266705.2666667
Cl,Cl,"Chlorine, high",Grass,2,4085822.8068,0.0,1479.707866666664,0,0.0,0.0,0,28474.600266666675,0.0,9043855.2101,702698.278,13534783.500056667,115014.47183333326,1650820.90125,1255749.3718666667,0.0,24491.424799999993,0.0,1683474.9015,0.0,6245840.903026666,0.0,13190.043536666668,0,58356.199166666716,0,0,14116.385316666674,2163255.4068,20191.193166666548,0,254063.9046833333,0.0,0.0,1763.125073333329,0.0,0,0,0,0,8805174.148233332,0.0,0,21673.758543333337,0,0.0,0,68848.09143333335,16103912.495586667,0.0,37588.84925000002,158114.04394999996,554.3775699999969,0.0,8512.859343333337,16286367.7355,52336.54571666666,33966.59736666671,22781660.251371663,11391549.398183335,170731.89230000004,353771.645,46004.74613333332,14395755.464821666,0.0,9136567.147433333,1324378.2002483332,42450454.38256667,1140131.475,0,5109122.475406667,0,0.0,16170.310354999994,111897.56743333332,33110859.2209,8486.685973333333,35565394.9216,150496895.29123333,276079176.70733327,107439.15524999995,72718139.66496667,11347.621766666649,865537.7829999998,194766345.15807667,27705924.951333333,18058.48237833333,14824.68001666665,133247.81233333307,0,521676770.94666666,173131.238,1310871951.0416665
Cl,Cl,"Chlorine, high",Grass,3,368120.0758,0.0,0,0,0.0,0.0,0,38825.751366666664,0.0,2461156.8817999996,1267077.11,4436347.947096666,0,2346275.5121000004,371960.37576666666,0.0,0,0.0,854810.691,0.0,401396.1071266667,0.0,3021.064671666667,70733.92400000023,0,0,0,2859.666716666674,1403233.7543000001,55114.12766666664,0,294623.24673333333,0.0,0.0,0,0.0,0,0,0,0,1296786.7909333333,0.0,0,9806.294448333334,0,0.0,0,17036.92208333331,1836351.4077016667,0.0,17604.737900000015,151688.66844999994,0,0.0,0,2345459.9135499997,65137.75956666666,50044.81166666676,5707661.890986667,379659.91298333334,22708.353200000012,271712.0419999999,50600.70853333332,3033356.8774166666,0.0,3418024.714933333,162633.45954833334,10885815.593216667,330487.47199999995,0,1183679.720411667,0,0.0,0,20782.600783333306,8854484.4234,0,11099178.5191,58384749.38623333,76729017.32883333,0,11297044.308466665,11643.306366666642,0,52639055.017576665,6024869.423333333,16449.667468333333,1407.2275166666514,22056.488833333133,0,218972397.31166667,0,410746135.01166666
Cl,Cl,"Chlorine, high",Nettle,1,0,0.0,0,0,0.0,0.0,0,29994.388016666693,0.0,436993.7157366667,13459695.5,0,0,67720.76833333336,1958382.6283333332,0.0,0,0.0,18275561.0,0.0,176745.25541333336,0.0,19760.545898333337,99019.32516666641,212060.79856666678,9227664.657583334,0,0,9128793.741866667,0,0,203236.03048333334,0.0,0.0,0,0.0,389.04083333327435,0,0,0,9839.7586499998,0.0,0,17000.802383333314,0,0.0,205496.52183333336,0,0,0.0,5156132.621133333,65173.14981666661,44263.369900000005,0.0,0,2382003.5502333334,47071.51696666666,0,1835892.9813333338,1339646.78675,0,112343.81366666663,34916.92633333334,3181331.9683666667,0.0,18756045.661826666,0,1809506.8376666668,100263206.09766667,3133404.051666666,1634553.4278833333,16708736.26666667,0.0,96961.93414999999,82075.755,59952502.31436667,0,128441105.86903334,2871583.5076833335,92600973.21620001,0,30992267.289133333,0,0,29973923.364686668,2703352.115666667,18949.414745000002,0,10198464.227666665,2421907.9783333335,369088213.10033333,0,244303778.217
Cl,Cl,"Chlorine, high",Nettle,2,0,0.0,0,0,0.0,0.0,0,20974.52956666668,0.0,0,10166751.22,0,0,7513266.7173833335,1724567.4308333334,0.0,0,0.0,10933919.145,0.0,0,0.0,22199.86728833334,204362.04766666645,160182.3775666667,4278958.944533333,0,0,9395620.350366667,0,0,202893.67448333337,0.0,0.0,0,0.0,0,0,0,0,20402.26394999976,0.0,0,1051.8172733333122,0,0.0,0,0,0,0.0,4940894.168133333,71269.88436666667,0,0.0,928.9746516666637,3809475.694133333,48388.32896666665,0,1803681.2821833338,310101.09089999995,0,274415.1066666667,32420.455083333334,3383994.936866667,0.0,25995282.78832667,0,265920.63086666673,25277398.74766667,2718087.926666666,597304.6595833334,1426180.4156666668,0.0,214907.90554999997,579485.2037,76873358.59136666,18630.88783666667,172680774.39903334,1288022.5058333334,161090942.69120002,0,48324221.90913333,16033.674849999981,0,34928503.73968667,2418437.660166667,29772.8626,6789.538300000015,20544672.009166665,558632.3793333333,256829792.85033333,0,161719254.802
Cl,Cl,"Chlorine, high",Nettle,3,0,0.0,0,0,0.0,0.0,28719.150266666657,0,0.0,351011.1204666667,10493544.505,0,0,2048458.6466833332,2662636.4508333337,0.0,0,0.0,10706009.095,0.0,19831.174638333337,0.0,320.42889833333174,0,43723.157066666754,11266704.735733332,0,0,11297101.491366666,0,0,93730.63168333331,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4577036.1351333335,59002.69361666666,37766.55295000001,0.0,0,3605886.8161333334,14257.958616666656,0,6480006.089783334,1913676.439,0,58471.61716666666,22467.077183333342,5096013.3653666675,0.0,17186209.044326667,0,2085244.9737666668,15548597.382666666,2120299.201666666,816986.1224833333,10198332.605666667,0.0,1028335.20485,1249882.84805,49793956.10636667,32964.05410666666,145314881.82403332,3675510.820833334,153174638.37620002,0,40326484.34413333,0,0,149256997.55468667,2502914.183166667,14087.145025000003,0,5730231.999666666,1131169.7488333334,355519163.5503334,0,210268153.217
Cl,Cl,"Chlorine, high",Nettle,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19839316.53,0.0,20046520.12,0.0,21782211.0,13391232.57,0.0,22504546.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34269397.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12891278.08,10645644.77,0.0,26518340.03,0.0,0.0,9009076.209,0.0,0.0,0.0,117546447.3,120285397.3,47866968.68,0.0,143384776.5,0.0,48936080.9,0.0,0.0,0.0,0.0,212029676.6,119825981.5,0.0,0.0,0.0,44312832.11,0.0,31576731.98,231875211.8,294032100.8,0.0,170408233.9,454084956.8,0.0,512563046.2,654846898.2,800339658.1,129735459.5,1104527898.0,0.0,534181472.2,0.0,1314552815.0
Cl,Cl,"Chlorine, high",Nettle,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14205411.91,0.0,15706369.44,0.0,18715852.18,9412427.727,0.0,13688662.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13701451.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54183403.87,8482116.692,0.0,12160756.51,0.0,0.0,11170209.8,0.0,0.0,0.0,41705869.8,30280340.2,131053431.2,0.0,141615883.5,0.0,0.0,0.0,0.0,0.0,0.0,36479905.93,233910853.5,0.0,0.0,0.0,33927854.52,0.0,20018432.08,77933909.07,200253026.2,0.0,101997947.0,532017419.9,0.0,624816216.7,297164149.4,646593846.1,954105856.7,420237360.9,0.0,104056581.7,0.0,362019556.0
Cl,Cl,"Chlorine, high",Nettle,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18421309.91,0.0,14798166.03,0.0,15722075.51,9537701.761,0.0,10349855.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14443345.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25759733.5,5741840.76,0.0,23715597.09,0.0,0.0,7382397.14,0.0,0.0,0.0,31372506.45,45267245.13,76671535.47,0.0,87727985.34,0.0,31547105.4,0.0,0.0,0.0,0.0,24836708.69,177218630.2,0.0,0.0,0.0,91998872.81,0.0,48260001.18,81501380.78,157991851.7,0.0,0.0,344831978.4,0.0,423256286.2,226914511.0,510704241.2,204319642.2,658639596.4,0.0,215067672.3,0.0,533267179.4
Cl,Cl,"Chlorine, long",Euonymus,4,0,2548145.232,0,0,67397.20019,4977293.623,469713.3886666667,375118.03506666666,180867.3576,2868844.4722,178337.3649,0,0.0,0.0,5617.368700000006,0.0,0.0,737587.4002,0.0,1730719.622,477405.25870666665,6871412.379,45.11732666667376,0,0,0,3649238.874933333,0,1754585.5880666666,0,0,0,0.0,2192686.499,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,287642.30395000003,0.0,0,81995.21246666665,818875.7711066667,0.0,2443.37690333333,4085853.647533334,21552.442233333335,40944187.819299996,28804019.735333335,4544373.429699999,6851.602033333329,0,371562.48306,13441012.214766668,0.0,5723699.01633,6513264.73266,15167651.859933332,0,0,1377446.2805433334,0,0.0,0.0,176825373.26666665,24086400.3375,308489.52755666664,38999077.34833334,43927435.97763333,118680586.45033334,0.0,59529723.8439,766.1839333333483,0.0,173311738.27477333,642044.5495666665,22936.701493333338,0,0,0,495729809.90166664,0.0,379171124.9350334
